aardvark,ˈɑɹdˌvɑɹk
monasticism,məˈnæstəˌsɪzəm
monetarism,ˈmɑnətɝˌɪzəm
monetarist,ˈmɑnətɝɪst
money,ˈməni
moneymaker,ˈməniˌmeɪkɝ
moneymaking,ˈməniˌmeɪkɪŋ
mongoose,ˈmɑŋɡus
monism,ˈmɑnɪzəm
monitor,ˈmɑnətɝ
monitoring,ˈmɑnətɝɪŋ
monk,ˈməŋk
monkey,ˈməŋki
monochrome,ˈmɑnəˌkɹoʊm
monocle,ˈmɑnəkəɫ
monogamy,məˈnɑɡəmi
monogram,ˈmɑnəˌɡɹæm
monograph,ˈmɑnəˌɡɹæf
monolingual,ˌmɑnəˈɫɪŋɡwəɫ
monolith,ˈmɑnəˌɫɪθ
monologue,ˈmɑnəˌɫɔɡ
monoplane,ˈmɑnəˌpɫeɪn
monopolist,məˈnɑpəɫəst
monopolization,məˌnɑpəɫɪˈzeɪʃən
monopoly,məˈnɑpəɫi
monorail,ˈmɑnɝˌeɪɫ
monosaccharide,ˌmɑnəˈsækɝˌaɪd
monotheism,ˈmɑnəˌθiɪzəm
monotone,ˈmɑnəˌtoʊn
monotony,məˈnɑtəni
monotype,ˈmɑnəˌtaɪp
monoxide,məˈnɑksaɪd
monsoon,mɑnˈsun
monster,ˈmɑnstɝ
monstrosity,mɑnˈstɹɑsəti
monte,ˈmɑnti
month,ˈmənθ
monument,ˈmɑnjəmənt
moo,ˈmu
mood,ˈmud
moon,ˈmun
moonbeam,ˈmunˌbim
moonlight,ˈmunˌɫaɪt
moonshine,ˈmunˌʃaɪn
moonstone,ˈmunˌstoʊn
moor,ˈmʊɹ
mooring,ˈmʊɹɪŋ
moot,ˈmut
moped,ˈmoʊpɛd
moraine,mɝˈeɪn
moral,ˈmɔɹəɫ
morale,mɝˈæɫ
moralism,ˈmɔɹəˌɫɪzəm
moralist,ˈmɔɹəɫɪst
morality,mɝˈæɫəti
moralizing,ˈmɔɹəˌɫaɪzɪŋ
moratorium,ˌmɔɹəˈtɔɹiəm
moray,ˈmɔɹeɪ
morbidity,mɔɹˈbɪdəti
mordant,ˈmɔɹdənt
moreen,mɔˈɹin
morel,mɝˈɛɫ
morello,mɝˈɛɫoʊ
mores,ˈmɔˌɹeɪz
morgen,ˈmɔɹɡən
morgue,ˈmɔɹɡ
morning,ˈmɔɹnɪŋ
morphine,ˈmɔɹfin
morphogenesis,ˌmɔɹfəˈdʒɛnəsəs
morphology,mɔɹˈfɑɫədʒi
morrow,ˈmɑɹoʊ
morsel,ˈmɔɹsəɫ
mortality,mɔɹˈtæɫəti
mortar,ˈmɔɹtɝ
mortgage,ˈmɔɹɡədʒ
mortician,mɔɹˈtɪʃən
mortification,ˈmɔɹtəfˌkeɪʃən
mosaic,moʊˈzeɪɪk
mosque,ˈmɑsk
mosquito,məˈskitoʊ
moss,ˈmɔs
motel,moʊˈtɛɫ
moth,ˈmɔθ
mothball,ˈmɔθˌbɔɫ
mother,ˈməðɝ
motherhood,ˈməðɝˌhʊd
motif,moʊˈtif
motile,ˈmoʊtəɫ
motility,moʊˈtɪɫɪti
motion,ˈmoʊʃən
motivation,ˌmoʊtəˈveɪʃən
motley,ˈmɑtɫi
motorboat,ˈmoʊtɝˌboʊt
motorcade,ˈmoʊtɝˌkeɪd
motorcycle,ˈmoʊtɝˌsaɪkəɫ
motorcyclist,ˈmoʊtɝˌsaɪkəɫɪst
motoring,ˈmoʊtɝɪŋ
motorist,ˈmoʊtɝɪst
mottling,ˈmɑtəɫɪŋ
motto,ˈmɑtoʊ
mound,ˈmaʊnd
mount,ˈmaʊnt
mountain,ˈmaʊntən
mountaineer,ˈmaʊntɪˌnɪɹ
mountainside,ˈmaʊntənˌsaɪd
mounting,ˈmaʊntɪŋ
mourner,ˈmɔɹnɝ
mourning,ˈmɔɹnɪŋ
mouse,ˈmaʊs
mousepad,ˈmaʊspæd
mousetrap,ˈmaʊˌstɹæp
mousse,ˈmus
mouth,ˈmaʊθ
mouthful,ˈmaʊθˌfʊɫ
mouthpart,ˈmaʊθˌpɑɹt
mouthpiece,ˈmaʊθˌpis
mouton,ˈmutɔn
move,ˈmuv
movement,ˈmuvmənt
mover,ˈmuvɝ
movie,ˈmuvi
moviegoer,ˈmuˌviˌɡoʊɝ
mu,ˈmu
much,ˈmətʃ
muckraker,ˈməˌkɹeɪkɝ
muckraking,ˈməˌkɹeɪkɪŋ
mucus,ˈmjukəs
mud,ˈməd
mudra,ˈmədɹə
mudslide,ˈmədsɫaɪd
muff,ˈməf
muffle,ˈməfəɫ
muffler,ˈməfɫɝ
mug,ˈməɡ
mugger,ˈməɡɝ
mugging,ˈməɡɪŋ
mulberry,ˈməɫˌbɛɹi
mulch,ˈməɫtʃ
mule,ˈmjuɫ
mull,ˈməɫ
muller,ˈməɫɝ
mullet,ˈməɫət
multiculturalism,ˌməɫtiˈkəɫtʃɝəˌɫɪzəm
multimedia,ˌməɫtaɪˈmidiə
multiple,ˈməɫtəpəɫ
multiplex,ˈməɫtiˌpɫɛks
multiplexer,ˈməɫtiˌpɫɛksɝ
multiplication,ˌməɫtəpɫəˈkeɪʃən
multiplicity,ˌməɫtəˈpɫɪsɪti
multiplier,ˈməɫtəˌpɫaɪɝ
multiprocessor,ˌməɫtiˈpɹɑˌsɛsɝ
multitude,ˈməɫtəˌtud
mum,ˈməm
mumble,ˈməmbəɫ
mumbling,ˈməmbəɫɪŋ
mummification,ˌməmɪfɪˈkeɪʃən
mummy,ˈməmi
mumps,ˈməmps
munch,ˈməntʃ
municipality,ˌmjunɪsəˈpæɫəti
munition,mjuˈnɪʃən
mural,ˈmjʊɹəɫ
murder,ˈmɝdɝ
murderer,ˈmɝdɝɝ
murine,ˈmjʊˌɹin
muscat,ˈməskæt
muscle,ˈməsəɫ
muse,ˈmjuz
museum,ˈmjuziəm
mush,ˈməʃ
musher,ˈməʃɝ
mushroom,ˈməʃɹum
music,ˈmjuzɪk
musical,ˈmjuzɪkəɫ
musicality,ˌmjuzɪˈkæɫəti
musician,mjuˈzɪʃən
musicianship,mjuˈzɪʃənʃɪp
musicologist,ˌmjuzɪˈkɑɫədʒəst
musk,ˈməsk
musket,ˈməskət
musketeer,ˌməskəˈtiɹ
muskmelon,ˈməskˌmɛɫən
muskrat,ˈməsˌkɹæt
muslin,ˈməzɫən
must,ˈməst
mustache,ˈməsˌtæʃ
mustachio,məˈstæʃiˌoʊ
mustard,ˈməstɝd
muster,ˈməstɝ
mutagen,ˈmjutədʒɛn
mutant,ˈmjutənt
mutation,mjuˈteɪʃən
mute,ˈmjut
mutilation,ˌmjutəˈɫeɪʃən
mutineer,ˌmjutəˈnɪɹ
mutiny,ˈmjutəni
mutter,ˈmətɝ
mutuality,ˌmjutʃuˈæˌɫɪti
muzzle,ˈməzəɫ
mycology,maɪˈkɑɫədʒi
myelin,ˈmaɪɪɫɪn
myna,ˈmaɪnə
myocardium,ˌmaɪəˈkɑɹdiəm
myosin,ˈmaɪəsən
myriad,ˈmɪɹiəd
myrmidon,ˈmɝmɪdɪn
myrtle,ˈmɝtəɫ
mystery,ˈmɪstɝi
mystic,ˈmɪstɪk
mysticism,ˈmɪstɪˌsɪzəm
mystique,mɪˈstik
myth,ˈmɪθ
mythology,məˈθɑɫəˌdʒi
nabob,ˈnæbɑb
nacho,ˈnæˌtʃoʊ
nadir,ˈneɪdɝ
nail,ˈneɪɫ
naira,ˈnɛɹə
naivete,nɑˌivəˈteɪ
name,ˈneɪm
nameplate,ˈneɪmˌpɫeɪt
namer,ˈneɪmɝ
namesake,ˈneɪmˌseɪk
naming,ˈneɪmɪŋ
nan,ˈnæn
nanny,ˈnæni
nanogram,ˈnænoʊɡɹæm
nanometer,ˈnænoʊˌmitɝ
nanosecond,ˈnænoʊˌsɛkənd
nap,ˈnæp
napalm,ˈneɪpɑm
naphtha,ˈnæfθə
naphthalene,ˈnæfθəˌɫin
napkin,ˈnæpkɪn
napoleon,nəˈpoʊɫiən
narc,ˈnɑɹk
narcissist,ˈnɑɹsɪsɪst
narcissus,nɑɹˈsɪsəs
narcolepsy,ˈnɑɹkəˌɫɛpsi
narcotic,nɑɹˈkɑtɪk
nard,ˈnɑɹd
narration,nɛˈɹeɪʃən
narrative,ˈnæɹətɪv
narrator,ˈnɛɹeɪtɝ
narrow,ˈnæɹoʊ
narrowing,ˈnɛɹoʊɪŋ
narrowness,ˈnɛɹoʊnəs
nasal,ˈneɪzəɫ
nasopharynx,nəˈsɑfɝɪŋks
nastiness,ˈnæstinəs
nation,ˈneɪʃən
national,ˈnæʃənəɫ
nationalism,ˈnæʃənəˌɫɪzəm
nationalist,ˈnæʃənəɫəst
nationality,ˌnæʃəˈnæɫəti
nationalization,ˌnæʃənəɫəˈzeɪʃən
nationhood,ˈneɪʃənˌhʊd
native,ˈneɪtɪv
nativism,ˈneɪtɪˌvɪzəm
nativist,ˈneɪtɪˌvɪst
natural,ˈnætʃɝəɫ
naturalism,ˈnætʃɝəˌɫɪzəm
naturalist,ˈnætʃɝəɫəst
naturalization,ˈnætʃɝəɫəˈzeɪʃən
nature,ˈneɪtʃɝ
naught,ˈnɔt
nausea,ˈnɔziə
nautilus,ˈnɔtəɫəs
nave,ˈneɪv
navel,ˈneɪvəɫ
navigation,ˈnævəˈɡeɪʃən
navigator,ˈnævəˌɡeɪtɝ
navy,ˈneɪvi
nay,ˈneɪ
naysayer,ˌneɪˈseɪɝ
neatness,ˈnitnəs
nebula,ˈnɛbjəɫə
necessity,nəˈsɛsəti
neck,ˈnɛk
necker,ˈnɛkɝ
necklace,ˈnɛkɫəs
necktie,ˈnɛkˌtaɪ
neckwear,ˈnɛˌkwɛɹ
necrology,nəˈkɹɔɫədʒi
necromancer,ˈnɛkɹəˌmænsɝ
necromancy,ˈnɛkɹəˌmænsi
necrosis,nəˈkɹoʊsəs
nectar,ˈnɛktɝ
need,ˈnid
needle,ˈnidəɫ
needlepoint,ˈnidəɫˌpɔɪnt
needlework,ˈnidəɫˌwɝk
needy,ˈnidi
negation,nəˈɡeɪʃən
negative,ˈnɛɡətɪv
negativity,ˌnɛɡəˈtɪvəti
neglect,nəˈɡɫɛkt
negligence,ˈnɛɡɫədʒəns
negotiation,nɪˌɡoʊʃiˈeɪʃən
negotiator,nəˈɡoʊʃiˌeɪtɝ
negus,ˈniɡəs
neigh,ˈneɪ
neighbor,ˈneɪbɝ
neighborhood,ˈneɪbɝˌhʊd
nematode,ˈnɛməˌtoʊd
neoconservative,ˌnioʊkənˈsɝvətɪv
neoliberal,ˌnioʊˈɫɪbɝəɫ
neolith,ˈnioʊˌɫɪθ
neophyte,ˈniəˌfaɪt
neoprene,ˈniəˌpɹin
neoteny,niˈɑtəni
nephew,ˈnɛfju
nephron,ˈnɛfɹɑn
nepotism,ˈnɛpəˌtɪzəm
nerve,ˈnɝv
nerves,ˈnɝvz
nervousness,ˈnɝvəsnəs
nest,ˈnɛst
nester,ˈnɛstɝ
net,ˈnɛt
netting,ˈnɛtɪŋ
nettle,ˈnɛtəɫ
network,ˈnɛtˌwɝk
neurasthenia,ˌnʊɹæsˈθiniə
neurofibromatosis,ˌnʊɹoʊfaɪˌbɹoʊməˈtoʊsɪs
neurologist,nʊˈɹɑɫədʒəst
neurology,nʊˈɹɑɫədʒi
neuroscience,ˈnjʊɹoʊˌsaɪəns
neuroscientist,ˈnjʊɹoʊˌsaɪənɪst
neurosis,nʊˈɹoʊsəs
neurosurgeon,ˈnʊɹoʊˌsɝdʒən
neurosurgery,ˌnʊɹoʊˈsɝdʒɝi
neurotic,nʊˈɹɑtɪk
neuter,ˈnutɝ
neutering,ˈnutɝɪŋ
neutral,ˈnutɹəɫ
neutralism,ˈnutɹəˌɫɪzəm
neutralist,ˈnutɹəɫəst
neutrality,nuˈtɹæɫəti
neutralization,ˌnutɹəɫəˈzeɪʃən
neutrino,nuˈtɹinoʊ
neutron,ˈnuˌtɹɑn
neve,ˈniv
newcomer,ˈnuˌkəmɝ
newlywed,ˈnuɫiˌwɛd
newmarket,ˈnuˌmɑɹkət
newness,ˈnunəs
news,ˈnjuz
newscast,ˈnuzˌkæst
newscaster,ˈnuzˌkæstɝ
newsletter,ˈnuzˌɫɛtɝ
newspaper,ˈnuzˌpeɪpɝ
newspeak,ˈnuˌspik
newsreel,ˈnuzˌɹiɫ
newsroom,ˈnuzˌɹum
newsstand,ˈnuzˌstænd
newswoman,ˈnuzwʊmən
newt,ˈnut
nexus,ˈnɛksəs
niacin,ˈnaɪəsən
nib,ˈnɪb
nibble,ˈnɪbəɫ
niceness,ˈnaɪsnəs
niche,ˈnɪtʃ
nick,ˈnɪk
nickel,ˈnɪkəɫ
nickname,ˈnɪkˌneɪm
niece,ˈnis
nifedipine,ˌnaɪˈfɛdəpin
niggard,ˈnɪɡɝd
nigger,ˈnɪɡɝ
night,ˈnaɪt
nighthawk,ˈnaɪtˌhɔk
nightingale,ˈnaɪtɪŋɡeɪɫ
nightmare,ˈnaɪtˌmɛɹ
nightshade,ˈnaɪˌtʃeɪd
nightshirt,ˈnaɪˌtʃɝt
nihilism,ˈnaɪəˌɫɪzəm
nimbus,ˈnɪmbəs
nincompoop,ˈnɪŋkəmˌpup
nine,ˈnaɪn
nineteen,ˈnaɪnˈtin
nineteenth,ˈnaɪnˈtinθ
nineties,ˈnaɪntiz
ninetieth,ˈnaɪntiɪθ
ninety,ˈnaɪnti
ninja,ˈnɪndʒə
ninth,ˈnaɪnθ
nip,ˈnɪp
nipple,ˈnɪpəɫ
nit,ˈnɪt
nitrate,ˈnaɪˌtɹeɪt
nitroglycerin,ˌnaɪtɹəˈɡɫɪsɝən
no,ˈnoʊ
nobility,noʊˈbɪɫəti
noblesse,noʊˈbɫɛs
nod,ˈnɑd
node,ˈnoʊd
nodule,ˈnɑdʒuɫ
noise,ˈnɔɪz
nomad,ˈnoʊˌmæd
nomenklatura,noʊˌmɛŋkɫəˈtʃʊɹə
nomination,ˌnɑməˈneɪʃən
nonaggression,ˌnɑnəˈɡɹɛʃən
nonchalance,ˈnɑnʃəˈɫɑns
noncombatant,ˌnɑnkəmˈbætənt
nonconformist,ˌnɑnkənˈfɔɹmɪst
nonconformity,ˌnɑnkənˈfɔɹməti
nondescript,ˈnɑndɪsˈkɹɪpt
none,ˈnən
nonevent,ˈnɑnɪˈvɛnt
nonfiction,nɑnˈfɪkʃən
nonintervention,ˌnɑˌnɪntɝˈvɛnʃən
nonmember,nɑnˈmɛmbɝ
nonpartisan,nɑnˈpɑɹtəzən
nonpayment,nɑnˈpeɪmənt
nonproliferation,nɑnpɹəˌɫɪfɝˈeɪʃən
nonresident,nɑnˈɹɛzədənt
nonsense,ˈnɑnsɛns
nonsmoker,nɑnsˈmoʊkɝ
nonstarter,nɑnˈstɑɹtɝ
noodle,ˈnudəɫ
nook,ˈnʊk
noon,ˈnun
noose,ˈnus
norm,ˈnɔɹm
normality,ˌnɔɹˈmæɫəti
north,ˈnɔɹθ
northeast,ˌnɔɹˈθist
northwest,ˌnɔɹθˈwɛst
nose,ˈnoʊz
nosebleed,ˈnoʊzˌbɫid
nosedive,ˈnoʊzˌdaɪv
nosiness,ˈnoʊzinəs
nostalgia,nɔˈstæɫdʒə
nostril,ˈnɑstɹɪɫ
notary,ˈnoʊtɝi
notation,noʊˈteɪʃən
notch,ˈnɑtʃ
note,ˈnoʊt
notebook,ˈnoʊtˌbʊk
notepad,ˈnoʊtˌpæd
nothing,ˈnəθɪŋ
nothingness,ˈnəθɪŋnəs
nothings,ˈnəθɪŋz
notice,ˈnoʊtəs
notification,ˌnoʊtəfəˈkeɪʃən
notion,ˈnoʊʃən
notochord,ˈnoʊtəˌkɔɹd
notoriety,ˌnoʊtɝˈaɪəti
noun,ˈnaʊn
nourishment,ˈnɝɪʃmənt
nous,ˈnus
novel,ˈnɑvəɫ
novelist,ˈnɑvəɫəst
novelty,ˈnɑvəɫti
novice,ˈnɑvəs
now,ˈnaʊ
nowhere,ˈnoʊˌwɛɹ
nozzle,ˈnɑzəɫ
nu,ˈnu
nuance,ˈnuɑns
nub,ˈnəb
nucleotide,ˈnukɫiəˌtaɪd
nucleus,ˈnukɫiəs
nude,ˈnud
nudist,ˈnudɪst
nugget,ˈnəɡɪt
nuisance,ˈnusəns
nullification,ˌnəɫəfəˈkeɪʃən
number,ˈnəmbɝ
numeral,ˈnumɝəɫ
numerator,ˈnuməˌɹeɪtɝ
numerology,numɝˈɑɫədʒi
numismatics,ˌnumɪsˈmætɪks
numismatist,nuˈmɪsməˌtɪst
nun,ˈnən
nuncio,ˈnənsioʊ
nunnery,ˈnənɝi
nurse,ˈnɝs
nursery,ˈnɝsɝi
nursing,ˈnɝsɪŋ
nut,ˈnət
nutcracker,ˈnətˌkɹækɝ
nutrition,nuˈtɹɪʃən
nutter,ˈnətɝ
nylon,ˈnaɪˌɫɑn
nylons,ˈnaɪˌɫɑnz
nymph,ˈnɪmf
nymphomaniac,ˌnɪmfoʊˈmeɪniˌæk
oar,ˈɔɹ
oarsman,ˈɔɹzmən
oasis,oʊˈeɪsɪs
oath,ˈoʊθ
oatmeal,ˈoʊtˌmiɫ
obedience,oʊˈbidiəns
object,ˈɑbdʒɛkt
objection,əbˈdʒɛkʃən
objective,əbˈdʒɛktɪv
objectivity,ˌɑbdʒɛkˈtɪvɪti
oblate,ˈɑbɫeɪt
obligation,ˌɑbɫəˈɡeɪʃən
oblique,əˈbɫik
oblivion,əˈbɫɪviən
obloquy,ˈɔbɫəˌkwi
oboe,ˈoʊboʊ
oboist,ˈoʊboʊəst
obscenity,əbˈsɛnɪti
obscurity,əbˈskjʊɹəti
observation,ˌɑbzɝˈveɪʃən
observatory,əbˈzɝvəˌtɔɹi
observer,əbˈzɝvɝ
obsession,əbˈsɛʃən
obsessive,əbˈsɛsɪv
obsidian,əbˈsɪdiən
obsolescence,ˌɑbsəˈɫɛsəns
obstacle,ˈɑbstəkəɫ
obstetrician,ˌɑbstəˈtɹɪʃən
obstetrics,əbˈstɛtɹɪks
obstruction,əbˈstɹəkʃən
obstructionism,əbˈstɹəkʃəˌnɪzəm
obstructionist,əbˈstɹəkʃənəst
obverse,əbˈvɝs
occasion,əˈkeɪʒən
occasions,əˈkeɪʒənz
occlusion,əˈkɫuʒən
occult,əˈkəɫt
occupancy,ˈɑkjəpənsi
occupation,ˌɑkjəˈpeɪʃən
occupier,ˈɑkjəˌpaɪɝ
occurrence,əˈkɝəns
ocean,ˈoʊʃən
oceanfront,ˈoʊʃənˌfɹənt
oceanographer,ˌoʊʃəˈnɑɡɹəfɝ
oceanography,ˌoʊʃəˈnɑɡɹəfi
ocelot,ˈɑsəˌɫɑt
octagon,ˈɑktəˌɡɑn
octahedron,ˌɑktəˈhidɹən
octane,ˈɑkteɪn
octave,ˈɑktɪv
octet,ɑkˈtɛt
octogenarian,ˌɑktədʒɪˈnɛɹiən
octopus,ˈɑktəˌpʊs
oddity,ˈɑdəti
odds,ˈɑdz
ode,ˈoʊd
odometer,ˌoʊˈdɑmətɝ
odyssey,ˈɑdəsi
offense,əˈfɛns
offer,ˈɔfɝ
offerer,ˈɔfɝɝ
offering,ˈɔfɝɪŋ
office,ˈɔfɪs
officeholder,ˈɔfəsˌhoʊɫdɝ
officer,ˈɔfəsɝ
official,əˈfɪʃəɫ
offing,ˈɔfɪŋ
offspring,ˈɔfsˌpɹɪŋ
ogre,ˈoʊɡɝ
ogress,ˈoʊɡɹəs
ohm,ˈoʊm
oil,ˈɔɪɫ
oiler,ˈɔɪɫɝ
oilfield,ˈɔɪɫˌfiɫd
oilman,ˈɔɪɫˌmæn
ointment,ˈɔɪntmənt
oka,ˈoʊkə
ola,ˈoʊɫə
old,ˈoʊɫd
oldie,ˈoʊɫdi
oldster,ˈoʊɫdstɝ
oleaster,ˌoʊɫiˈæstɝ
oligarch,ˈoʊɫɪˌɡɑɹk
oligarchy,ˈɑɫəˌɡɑɹki
oligopoly,ˌɑɫɪˈɡɑpəɫi
olive,ˈɑɫəv
ombudsman,ˈɑmbədzmən
omega,oʊˈmeɪɡə
omelet,ˈɑmɫət
omen,ˈoʊmən
omission,oʊˈmɪʃən
omnibus,ˈɑmnəbəs
omnipotence,ɑmˈnɪpətəns
oncogene,ˈɑŋkoʊˌdʒin
oncologist,ɑŋˈkɑɫədʒɪst
oncology,ɑŋˈkɑɫədʒi
one,ˈwən
oneness,ˈwənəs
onion,ˈənjən
onlooker,ˈɔnˌɫʊkɝ
onomastics,ˌɑnəˈmæstɪks
onset,ˈɑnˌsɛt
onslaught,ˈɔnˌsɫɔt
ontology,ɑnˈtɑɫədʒi
onyx,ˈɑnɪks
oolong,ˈuɫɔŋ
opacity,oʊˈpæsəti
open,ˈoʊpən
opener,ˈoʊpənɝ
opening,ˈoʊpənɪŋ
openness,ˈoʊpənəs
openwork,ˈoʊpənˌwɝk
opera,ˈɑpɹə
operation,ˌɑpɝˈeɪʃən
operations,ˌɑpɝˈeɪʃənz
operator,ˈɑpɝˌeɪtɝ
ophthalmologist,ˌɑfθəˈmɑɫədʒɪst
ophthalmology,ˌɑfθəˈmɑɫədʒi
ophthalmoscope,ɑfˈθæɫməˌskoʊp
opinion,əˈpɪnjən
opium,ˈoʊpiəm
opossum,oʊˈpɑsəm
opportunism,ˌɑpɝˈtuˌnɪzəm
opportunist,ˌɑpɝˈtunɪst
opposition,ˌɑpəˈzɪʃən
oppression,əˈpɹɛʃən
oppressor,əˈpɹɛsɝ
optician,ɑpˈtɪʃən
optics,ˈɑptɪks
optimism,ˈɑptəˌmɪzəm
optimist,ˈɑptəmɪst
optimization,ɑptəməˈzeɪʃən
option,ˈɑpʃən
optometrist,ɑpˈtɑmətɹɪst
optometry,ɑpˈtɑmətɹi
oracle,ˈɔɹəkəɫ
oral,ˈɔɹəɫ
orange,ˈɔɹəndʒ
orangutan,ɔˈɹæŋətæn
oration,ɔˈɹeɪʃən
orator,ˈɔɹətɝ
oratory,ˈɔɹəˌtɔɹi
orbit,ˈɔɹbət
orchestra,ˈɔɹkəstɹə
orchestration,ˌɔɹkəˈstɹeɪʃən
ordeal,ɔɹˈdiɫ
order,ˈɔɹdɝ
ordering,ˈɔɹdɝɪŋ
orderliness,ˈɔɹdɝɫinəs
orderly,ˈɔɹdɝɫi
ordinance,ˈɔɹdənəns
ordinary,ˈɔɹdəˌnɛɹi
ordination,ˌɔɹdəˈneɪʃən
ore,ˈɔɹ
oregano,ˌɔˈɹɛɡəˌnoʊ
oreo,ˈɔɹioʊ
organ,ˈɔɹɡən
organic,ɔɹˈɡænɪk
organism,ˈɔɹɡəˌnɪzəm
organist,ˈɔɹɡənəst
organization,ˌɔɹɡənəˈzeɪʃən
organizer,ˈɔɹɡəˌnaɪzɝ
orgasm,ˈɔɹɡæzəm
orgy,ˈɔɹdʒi
orientation,ˌɔɹiɛnˈteɪʃən
orifice,ˈɔɹəfəs
origami,ˌɔɹiˈɡɑˌmi
origin,ˈɔɹədʒən
original,ɝˈɪdʒənəɫ
originality,ɝˌɪdʒəˈnæɫɪti
originator,ɝˈɪdʒəˌneɪtɝ
ornamental,ˌɔɹnəˈmɛntəɫ
ornamentation,ˌɔɹnəmɛnˈteɪʃən
ornithology,ˌɔɹnɪˈθɑɫədʒi
orphan,ˈɔɹfən
orphanage,ˈɔɹfənədʒ
orrery,ˈɔɹɝi
orthoclase,ˈɔɹθəˌkɫeɪs
orthodontics,ˌɔɹθəˈdɑntɪks
orthodontist,ˌɔɹθəˈdɑntəst
orthodoxy,ˈɔɹθəˌdɑksi
orthography,ɔɹˈθɑɡɹəfi
orthopedist,ˌɔɹθəˈpidəst
oryx,ˈɔɹɪks
os,ˈɑs
oscillation,ˌɑsəˈɫeɪʃən
oscillator,ˈɑsəˌɫeɪtɝ
oscilloscope,ˌɔˈsɪɫəˌskoʊp
osmosis,ˌɔzˈmoʊsɪs
osprey,ˈɔspɹi
ossification,ˌɑsəfəˈkeɪʃən
ostentation,ˌɔstɛnˈteɪʃən
osteoporosis,ˌɔstiˌɑpɝˈoʊsɪs
ostinato,ˌɑstəˈnɑˌtoʊ
ostracism,ˈɔstɹəˌsɪzəm
ostrich,ˈɔstɹɪtʃ
otherness,ˈəðɝnəs
otology,oʊˈtɑɫədʒi
otter,ˈɑtɝ
ottoman,ˈɑtəmən
ounce,ˈaʊns
ouster,ˈaʊstɝ
out,ˈaʊt
outage,ˈaʊtədʒ
outback,ˈaʊtˌbæk
outburst,ˈaʊtˌbɝst
outcast,ˈaʊtˌkæst
outdoors,ˈaʊtˈdɔɹz
outdoorsman,ˈaʊtˈdɔɹzmən
outerwear,ˈaʊtɝˌwɛɹ
outfield,ˈaʊtˌfiɫd
outfielder,ˈaʊtˌfiɫdɝ
outfit,ˈaʊtˌfɪt
outfitter,ˈaʊtˌfɪtɝ
outfitting,ˈaʊtˌfɪtɪŋ
outflow,ˈaʊtˌfɫoʊ
outgo,ˈaʊtˌɡoʊ
outgrowth,ˈaʊtˌɡɹoʊθ
outhouse,ˈaʊtˌhaʊs
outlier,ˈaʊtɫaɪɝ
outline,ˈaʊtˌɫaɪn
outpatient,ˈaʊtˌpeɪʃənt
outpost,ˈaʊtˌpoʊst
output,ˈaʊtˌpʊt
outrage,ˈaʊˌtɹeɪdʒ
outrageousness,aʊˈtɹeɪdʒəsnəs
outreach,ˈaʊˌtɹitʃ
outrider,ˈaʊˌtɹaɪdɝ
outrigger,ˈaʊˌtɹɪɡɝ
outside,ˈaʊtˈsaɪd
outsider,aʊtˈsaɪdɝ
outsize,ˈaʊtˌsaɪz
outskirt,ˈaʊtˌskɝt
outskirts,ˈaʊtˌskɝts
outtake,ˈaʊˌteɪk
ovary,ˈoʊˌvɝi
ovation,oʊˈveɪʃən
oven,ˈəvən
overabundance,ˈoʊvɝəˈbəndəns
overall,ˈoʊvɝˌɔɫ
overburden,ˈoʊvɝˈbɝdən
overcast,ˈoʊvɝˌkæst
overcharge,ˈoʊvɝˌtʃɑɹdʒ
overcoat,ˈoʊvɝˌkoʊt
overdraft,ˈoʊvɝˌdɹæft
overdrive,ˈoʊvɝˌdɹaɪv
overestimate,ˌoʊvɝˈɛstəˌmeɪt
overexposure,ˌoʊvɝɪkˈspoʊʒɝ
overflight,ˈoʊvɝˌfɫaɪt
overflow,ˈoʊvɝˌfɫoʊ
overgrowth,ˈoʊvɝɡɹoʊθ
overhang,ˈoʊvɝˌhæŋ
overhaul,ˈoʊvɝˌhɔɫ
overhead,ˈoʊvɝˈhɛd
overheating,ˈoʊvɝˌhitɪŋ
overkill,ˈoʊvɝˌkɪɫ
overlap,ˈoʊvɝˌɫæp
overload,ˈoʊvɝˌɫoʊd
overlook,ˈoʊvɝˌɫʊk
overlord,ˈoʊvɝˌɫɔɹd
overnighter,ˌoʊvɝˈnaɪtɝ
overpayment,ˈoʊvɝˌpeɪmənt
overpopulation,ˌoʊvɝˌpɑpjəˈɫeɪʃən
overproduction,ˈoʊvɝpɹəˈdəkʃən
overreaction,ˈoʊvɝɹiˌækʃən
override,ˈoʊvɝˌɹaɪd
overseer,ˈoʊvɝˈsiɝ
overshoot,ˈoʊvɝˌʃut
oversight,ˈoʊvɝˌsaɪt
oversimplification,oʊvɝˈsɪmpɫɪfɪˌkeɪʃən
overthrow,ˈoʊvɝˌθɹoʊ
overtime,ˈoʊvɝˌtaɪm
overtone,ˈoʊvɝˌtoʊn
overture,ˈoʊvɝtʃɝ
overturn,ˈoʊvɝˌtɝn
overvaluation,ˌoʊvɝˌvæɫjuˈeɪʃən
overview,ˈoʊvɝvˌju
overwork,ˌoʊvɝˈwɝk
ovoid,ˈoʊˌvɔɪd
ovulation,ˌoʊvjəˈɫeɪʃən
ovule,ˈoʊvjuɫ
ovum,ˈoʊvəm
owner,ˈoʊnɝ
