abandoned,əˈbændənd
relativistic,ˌɹɛɫətɪˈvɪstɪk
relaxed,ɹiˈɫækst
relevant,ˈɹɛɫəvənt
reliable,ɹiˈɫaɪəbəɫ
reliant,ɹiˈɫaɪənt
religious,ɹiˈɫɪdʒəs
relinquished,ɹiˈɫɪŋkwɪʃt
relocated,ˌɹiˈɫoʊkeɪtɪd
reluctant,ɹiˈɫəktənt
remarkable,ɹiˈmɑɹkəbəɫ
remedial,ɹɪˈmidiəɫ
removable,ɹɪˈmuvəbəɫ
removed,ɹiˈmuvd
rending,ˈɹɛndɪŋ
renewable,ɹiˈnuəbəɫ
renewed,ɹiˈnud
renewing,ɹɪˈnuɪŋ
rentable,ˈɹɛntəbəɫ
rental,ˈɹɛntəɫ
reorganized,ɹiˈɔɹɡəˌnaɪzd
repayable,ɹiˈpeɪəbəɫ
repeatable,ɹɪˈpitəbəɫ
repellent,ɹɪˈpɛɫənt
repetitive,ɹɪˈpɛtɪtɪv
replaceable,ˌɹiˈpɫeɪsəbəɫ
reportable,ɹɪˈpɔɹtəbəɫ
reported,ˌɹiˈpɔɹtɪd
representational,ˌɹɛpɹəzənˈteɪʃənəɫ
representative,ˌɹɛpɹəˈzɛnətɪv
reptilian,ɹɛpˈtɪɫjən
republican,ɹiˈpəbɫəkən
repulsive,ɹiˈpəɫsɪv
reputable,ˈɹɛpjətəbəɫ
requested,ɹiˈkwɛstɪd
rescued,ˈɹɛskjud
resentful,ɹɪˈzɛntfəɫ
reserved,ɹiˈzɝvd
resident,ˈɹɛzɪdənt
residential,ˌɹɛzɪˈdɛnʃəɫ
residual,ɹɪˈzɪdʒuəɫ
resilient,ɹɪˈzɪɫjənt
resistant,ɹiˈzɪstənt
resolute,ˈɹɛzəˌɫut
resonant,ˈɹɛzənənt
resourceful,ɹiˈsɔɹsfəɫ
respectable,ɹiˈspɛktəbəɫ
respected,ɹiˈspɛktɪd
respectful,ɹɪˈspɛktfəɫ
respective,ɹiˈspɛktɪv
respiratory,ˈɹɛspɝəˌtɔɹi
responsible,ɹiˈspɑnsəbəɫ
responsive,ɹɪˈspɑnsɪv
rested,ˈɹɛstəd
restive,ˈɹɛstɪv
restless,ˈɹɛstɫəs
restrained,ɹiˈstɹeɪnd
restricted,ɹiˈstɹɪktəd
restrictive,ɹiˈstɹɪktɪv
resurgent,ɹiˈsɝdʒənt
resuscitated,ɹɪˈsəsɪˌteɪtɪd
retained,ɹiˈteɪnd
retaliatory,ɹiˈtæɫjəˌtɔɹi
retarded,ɹiˈtɑɹdəd
reticent,ˈɹɛtɪsənt
retinal,ˈɹɛtənəɫ
retired,ɹiˈtaɪɝd
retiring,ɹiˈtaɪɝɪŋ
retractable,ɹiˈtɹæktəbəɫ
retracted,ɹiˈtɹæktəd
retroactive,ˌɹɛtɹoʊˈæktɪv
retrograde,ˈɹɛtɹəˌɡɹeɪd
retrospective,ˌɹɛtɹəˈspɛktɪv
returnable,ɹiˈtɝnəbəɫ
returning,ɹiˈtɝnɪŋ
revealing,ɹiˈviɫɪŋ
reverent,ˈɹɛvɝənt
reverse,ɹiˈvɝs
reversed,ɹiˈvɝst
reversible,ɹiˈvɝsəbəɫ
revised,ɹiˈvaɪzd
revitalized,ɹiˈvaɪtəˌɫaɪzd
revived,ɹiˈvaɪvd
revocable,ˈɹɛvəkəbəɫ
revolutionary,ˌɹɛvəˈɫuʃəˌnɛɹi
rewarding,ɹiˈwɔɹdɪŋ
rhetorical,ɹɪˈtɔɹɪkəɫ
rhizoidal,ˌɹaɪˈzɔɪdəɫ
rhymed,ˈɹaɪmd
ribbed,ˈɹɪbd
rich,ˈɹɪtʃ
rickety,ˈɹɪkəti
riddled,ˈɹɪdəɫd
rifled,ˈɹaɪfəɫd
right,ˈɹaɪt
righteous,ˈɹaɪtʃəs
rightful,ˈɹaɪtfəɫ
rightish,ˈɹaɪtɪʃ
rightist,ˈɹaɪtɪst
rigid,ˈɹɪdʒəd
rigorous,ˈɹɪɡɝəs
rimmed,ˈɹɪmd
ringed,ˈɹɪŋd
ripe,ˈɹaɪp
rippled,ˈɹɪpəɫd
risen,ˈɹɪzən
rising,ˈɹaɪzɪŋ
ritual,ˈɹɪtʃuəɫ
ritualistic,ˌɹɪtʃuəˈɫɪstɪk
roan,ˈɹoʊn
roast,ˈɹoʊst
robust,ɹoʊˈbəst
rocky,ˈɹɑki
rococo,ɹəˈkoʊˌkoʊ
romantic,ɹoʊˈmæntɪk
roofed,ˈɹuft
roomy,ˈɹumi
rootless,ˈɹutɫəs
rose,ˈɹoʊz
rotary,ˈɹoʊtɝi
rotated,ˈɹoʊˌteɪtɪd
rotational,ɹoʊˈteɪʃənəɫ
rotund,ɹoʊˈtənd
rough,ˈɹəf
roughshod,ˈɹəfˈʃɑd
round,ˈɹaʊnd
rounded,ˈɹaʊndəd
rousing,ˈɹaʊzɪŋ
royal,ˈɹɔɪəɫ
rudimentary,ˌɹudəˈmɛntɝi
rugged,ˈɹəɡəd
ruled,ˈɹuɫd
ruminant,ˈɹumənənt
runaway,ˈɹənəˌweɪ
running,ˈɹənɪŋ
rural,ˈɹʊɹəɫ
rush,ˈɹəʃ
russet,ˈɹəsɪt
rust,ˈɹəst
rusted,ˈɹəstɪd
rustproof,ˈɹəstˈpɹuf
rusty,ˈɹəsti
rutted,ˈɹətɪd
sabbatical,səˈbætɪkəɫ
sable,ˈseɪbəɫ
sacramental,ˈsækɹəməntəɫ
sacred,ˈseɪkɹəd
sacrificial,ˌsækɹəˈfɪʃəɫ
sad,ˈsæd
saddled,ˈsædəɫd
sadistic,səˈdɪstɪk
safe,ˈseɪf
sage,ˈseɪdʒ
sagittal,ˈsædʒətəɫ
salable,ˈseɪɫəbəɫ
salient,ˈseɪɫiənt
salt,ˈsɔɫt
saltlike,ˈsɔɫtˌɫaɪk
salty,ˈsɔɫti
salvageable,ˈsæɫvɪdʒəbəɫ
same,ˈseɪm
sane,ˈseɪn
sanguine,ˈsæŋɡwɪn
sanitary,ˈsænɪˌtɛɹi
sanitized,ˈsænɪˌtaɪzd
sapiens,ˈseɪpiənz
sapphire,ˈsæfaɪɝ
sarcastic,sɑɹˈkæstɪk
sartorial,sɑɹˈtɔɹiəɫ
satirical,səˈtɪɹəkəɫ
satisfactory,ˌsætəsˈfæktɹi
satisfied,ˈsætəsˌfaɪd
saturated,ˈsætʃɝˌeɪtɪd
saute,sɔˈteɪ
saved,ˈseɪvd
saving,ˈseɪvɪŋ
savory,ˈseɪvɝi
scalable,ˈskeɪɫəbəɫ
scalar,ˈskeɪɫɝ
scaled,ˈskeɪɫd
scarce,ˈskɛɹs
scarred,ˈskɑɹd
scathing,ˈskeɪðɪŋ
scatological,skætəˈɫɔdʒəkəɫ
scattered,ˈskætɝd
scattershot,ˈskætɝˌʃɑt
scenic,ˈsinɪk
scheduled,ˈskɛdʒuɫd
schizophrenic,ˌʃɪzəˈfɹɛnɪk
scholarly,ˈskɑɫɝɫi
scholastic,skəˈɫæstɪk
scientific,ˌsaɪənˈtɪfɪk
scorched,ˈskɔɹtʃt
scorching,ˈskɔɹtʃɪŋ
scoreless,ˈskɔɹɫəs
scraggly,ˈskɹæɡɫi
scrambled,ˈskɹæmbəɫd
scrappy,ˈskɹæpi
scrawny,ˈskɹɔni
screaming,ˈskɹimɪŋ
scripted,ˈskɹɪptɪd
scriptural,ˈskɹɪptʃɝəɫ
scrub,ˈskɹəb
scrubbed,ˈskɹəbd
scruffy,ˈskɹəfi
scrupulous,ˈskɹupjəɫəs
sculptural,ˈskəɫptʃɝəɫ
seaborne,ˈsiˌbɔɹn
sealed,ˈsiɫd
seamless,ˈsimɫəs
seamy,ˈsimi
searching,ˈsɝtʃɪŋ
seared,ˈsɪɹd
seasonable,ˈsizənəbəɫ
seasonal,ˈsizənəɫ
seasoned,ˈsizənd
seated,ˈsitɪd
seaward,ˈsiwɝd
seaworthy,ˈsiˌwɔɹði
sec,ˈsɛk
second,ˈsɛkənd
secondary,ˈsɛkənˌdɛɹi
secondhand,ˈsɛkəndˌhænd
secret,ˈsikɹət
secretarial,ˌsɛkɹəˈtɛɹiəɫ
sectarian,sɛkˈtɛɹiən
sectional,ˈsɛkʃənəɫ
secure,sɪkˈjʊɹ
sedate,sɪˈdeɪt
sedentary,ˈsɛdənˌtɛɹi
sedimentary,ˌsɛdəˈmɛntɝi
seductive,sɪˈdəktɪv
seeded,ˈsidɪd
seedy,ˈsidi
seeing,ˈsiɪŋ
seething,ˈsiðɪŋ
segregated,ˈsɛɡɹəˌɡeɪtɪd
seismic,ˈsaɪzmɪk
seismological,ˌsaɪzməˈɫɔdʒəkəɫ
selected,səˈɫɛktɪd
selective,səˈɫɛktɪv
self,ˈsɛɫf
selfish,ˈsɛɫfɪʃ
semantic,sɪˈmæntɪk
semiautomatic,ˌsɛmaɪˌɔtəˈmætɪk
semicircular,ˌsɛmaɪˈsɝkjəɫɝ
seminal,ˈsɛmənəɫ
semiotic,ˌsɛmiˈɑtɪk
semiprecious,ˌsɛmaɪˈpɹɛʃəs
senatorial,ˌsɛnəˈtɔɹiəɫ
sensational,sɛnˈseɪʃənəɫ
sensed,ˈsɛnst
sensible,ˈsɛnsəbəɫ
sensitive,ˈsɛnsətɪv
sensory,ˈsɛnsɝi
sensuous,ˈsɛnʃəwəs
sent,ˈsɛnt
sentimental,ˌsɛnəˈmɛnəɫ
separate,ˈsɛpɝˌeɪt
separated,ˈsɛpɝˌeɪtɪd
septic,ˈsɛptɪk
sequestered,sɪˈkwɛstɝd
serendipitous,ˌsɛɹənˈdɪpɪtəs
serene,sɝˈin
serial,ˈsɪˌɹiəɫ
serious,ˈsɪɹiəs
serpentine,ˈsɝpənˌtaɪn
serrate,ˈsɛˌɹeɪt
serviceable,ˈsɝvəsəbəɫ
servile,ˈsɝvəɫ
set,ˈsɛt
settled,ˈsɛtəɫd
seven,ˈsɛvən
seventeen,ˈsɛvənˈtin
seventeenth,ˈsɛvənˈtinθ
seventh,ˈsɛvənθ
seventieth,ˈsɛvəniɪθ
seventy,ˈsɛvəni
several,ˈsɛvɝəɫ
severe,səˈvɪɹ
severed,ˈsɛvɝd
sewed,ˈsoʊd
sexed,ˈsɛkst
sexist,ˈsɛksɪst
sexless,ˈsɛksɫɪs
sexual,ˈsɛkʃuəɫ
sexy,ˈsɛksi
shabby,ˈʃæbi
shaded,ˈʃeɪdɪd
shadowy,ˈʃædoʊi
shady,ˈʃeɪdi
shakedown,ˈʃeɪkˌdaʊn
shaky,ˈʃeɪki
shallow,ˈʃæɫoʊ
shameless,ˈʃeɪmɫəs
shaped,ˈʃeɪpt
shapeless,ˈʃeɪpɫəs
shapely,ˈʃeɪpɫi
shared,ˈʃɛɹd
sharing,ˈʃɛɹɪŋ
sharp,ˈʃɑɹp
sharpened,ˈʃɑɹpənd
shattered,ˈʃætɝd
shattering,ˈʃætɝɪŋ
shatterproof,ˈʃætɝˌpɹuf
shaven,ˈʃeɪvən
sheared,ˈʃɪɹd
sheathed,ˈʃiðd
shelled,ˈʃɛɫd
shielded,ˈʃiɫdɪd
shifting,ˈʃɪftɪŋ
shiftless,ˈʃɪftɫɪs
shining,ˈʃaɪnɪŋ
shipshape,ˈʃɪpˌʃeɪp
shod,ˈʃɑd
shopworn,ˈʃɑpˌwɔɹn
short,ˈʃɔɹt
shorthand,ˈʃɔɹtˌhænd
shouldered,ˈʃoʊɫdɝd
shouted,ˈʃaʊtɪd
showy,ˈʃoʊi
shrieked,ˈʃɹikt
shrill,ˈʃɹɪɫ
shrubby,ˈʃɹəbi
shuddering,ˈʃədɝɪŋ
shut,ˈʃət
shuttered,ˈʃətɝd
shy,ˈʃaɪ
sick,ˈsɪk
side,ˈsaɪd
sidearm,ˈsaɪdɑɹm
sighted,ˈsaɪtɪd
sigmoid,ˈsɪɡˌmɔɪd
signal,ˈsɪɡnəɫ
signed,ˈsaɪnd
significant,səɡˈnɪfɪkənt
silenced,ˈsaɪɫənst
silent,ˈsaɪɫənt
silver,ˈsɪɫvɝ
simian,ˈsɪmiən
similar,ˈsɪməɫɝ
simple,ˈsɪmpəɫ
simplex,ˈsɪmˌpɫɛks
simplified,ˈsɪmpɫəˌfaɪd
simulated,ˈsɪmjəˌɫeɪtɪd
sincere,sɪnˈsɪɹ
sinful,ˈsɪnfəɫ
single,ˈsɪŋɡəɫ
singular,ˈsɪŋɡjəɫɝ
sinister,ˈsɪnɪstɝ
sinning,ˈsɪnɪŋ
sinusoidal,ˈsaɪnəˌsɔɪdəɫ
sitting,ˈsɪtɪŋ
six,ˈsɪks
sixteen,ˈsɪkˈstin
sixteenth,ˈsɪkˈstinθ
sixth,ˈsɪksθ
sixtieth,ˈsɪkstiɪθ
sixty,ˈsɪksti
size,ˈsaɪz
sized,ˈsaɪzd
sizzling,ˈsɪzəɫɪŋ
skeletal,ˈskɛɫətəɫ
sketchy,ˈskɛtʃi
skew,ˈskju
skilled,ˈskɪɫd
skinless,ˈskɪnɫəs
skinned,ˈskɪnd
skinny,ˈskɪni
slack,ˈsɫæk
slain,ˈsɫeɪn
slapstick,ˈsɫæpˌstɪk
slashed,ˈsɫæʃt
slashing,ˈsɫæʃɪŋ
slavish,ˈsɫeɪvɪʃ
sleazy,ˈsɫizi
sleek,ˈsɫik
sleepy,ˈsɫipi
sleeved,ˈsɫivd
sleeveless,ˈsɫivɫɪs
slender,ˈsɫɛndɝ
sliced,ˈsɫaɪst
sliding,ˈsɫaɪdɪŋ
slippery,ˈsɫɪpɝi
slipping,ˈsɫɪpɪŋ
sloping,ˈsɫoʊpɪŋ
sloppy,ˈsɫɑpi
sluicing,ˈsɫusɪŋ
slurred,ˈsɫɝd
small,ˈsmɔɫ
smaller,ˈsmɔɫɝ
smallish,ˈsmɔɫɪʃ
smart,ˈsmɑɹt
smitten,ˈsmɪtən
smoggy,ˈsmɔɡi
smokeless,ˈsmoʊkɫəs
smoking,ˈsmoʊkɪŋ
smoky,ˈsmoʊki
smoldering,ˈsmoʊɫdɝɪŋ
smooth,ˈsmuð
smoothed,ˈsmuðd
smothered,ˈsməðɝd
smothering,ˈsməðɝɪŋ
smug,ˈsməɡ
snappy,ˈsnæpi
sneaking,ˈsnikɪŋ
sneaky,ˈsniki
snotty,ˈsnɔˌti
snowbound,ˈsnoʊˌbaʊnd
snub,ˈsnəb
snuff,ˈsnəf
snug,ˈsnəɡ
sober,ˈsoʊbɝ
sobering,ˈsoʊbɝɪŋ
sociable,ˈsoʊʃəbəɫ
social,ˈsoʊʃəɫ
socialized,ˈsoʊʃəˌɫaɪzd
socioeconomic,soʊˌsiˌoʊˌɛkəˈnɑmɪk
sociological,ˌsoʊsiəˈɫɑdʒɪkəɫ
soft,ˈsɑft
softened,ˈsɔfənd
solar,ˈsoʊɫɝ
sold,ˈsoʊɫd
solicitous,səˈɫɪsətəs
solid,ˈsɑɫəd
soluble,ˈsɑɫjəbəɫ
solvable,ˈsɑɫvəbəɫ
solved,ˈsɑɫvd
solvent,ˈsɑɫvənt
some,ˈsəm
sonic,ˈsɑnɪk
soothing,ˈsuðɪŋ
sooty,ˈsuti
sophisticated,səˈfɪstəˌkeɪtɪd
soprano,səˈpɹænoʊ
sordid,ˈsɔɹdəd
sorrel,ˈsɔɹəɫ
sorrowful,ˈsɑɹoʊfəɫ
sorted,ˈsɔɹtɪd
sought,ˈsɔt
soulless,ˈsoʊɫɫəs
sound,ˈsaʊnd
sounding,ˈsaʊndɪŋ
soupy,ˈsuˌpi
sour,ˈsaʊɝ
soured,ˈsaʊɝd
south,ˈsaʊθ
southbound,ˈsaʊθˌbaʊnd
southeast,ˌsaʊˈθist
southerly,ˈsəðɝɫi
southern,ˈsəðɝn
southernmost,ˈsəðɝnˌmoʊst
southwest,ˌsaʊθˈwɛst
sovereign,ˈsɑvɹən
spaced,ˈspeɪst
spare,ˈspɛɹ
sparkling,ˈspɑɹkəɫɪŋ
sparse,ˈspɑɹs
spartan,ˈspɑɹtən
spastic,ˈspæstɪk
spatial,ˈspeɪʃəɫ
spayed,ˈspeɪd
speaking,ˈspikɪŋ
special,ˈspɛʃəɫ
specialized,ˈspɛʃəˌɫaɪzd
specific,spəˈsɪfɪk
specious,ˈspiʃəs
spectacular,spɛkˈtækjəɫɝ
spectral,ˈspɛktɹəɫ
speechless,ˈspitʃɫəs
spherical,ˈsfɛɹɪkəɫ
spiked,ˈspaɪkt
spinal,ˈspaɪnəɫ
spirited,ˈspɪɹɪtɪd
spiritual,ˈspɪɹɪˌtʃuəɫ
splashed,ˈspɫæʃt
splashy,ˈspɫæʃi
splenic,ˈspɫɛnɪk
splintery,ˈspɫɪntɝi
split,ˈspɫɪt
spoken,ˈspoʊkən
spongy,ˈspəndʒi
spontaneous,spɑnˈteɪniəs
sporadic,spɝˈædɪk
sporting,ˈspɔɹtɪŋ
sporty,ˈspɔɹti
spotty,ˈspɑti
spousal,ˈspaʊzəɫ
sprawling,ˈspɹɔɫɪŋ
spread,ˈspɹɛd
sprigged,ˈspɹɪɡd
sprightly,ˈspɹaɪtɫi
sprouted,ˈspɹaʊtɪd
squandered,ˈskwɑndɝd
square,ˈskwɛɹ
squared,ˈskwɛɹd
squashed,ˈskwɑʃt
squat,ˈskwɑt
stabile,ˈsteɪbɪɫ
stabilized,ˈsteɪbəˌɫaɪzd
stabilizing,ˈsteɪbəˌɫaɪzɪŋ
stable,ˈsteɪbəɫ
staccato,stəˈkɑˌtoʊ
stacked,ˈstækt
staged,ˈsteɪdʒd
stagnant,ˈstæɡnənt
stained,ˈsteɪnd
stainless,ˈsteɪnɫəs
stalwart,ˈstɔɫwɝt
standard,ˈstændɝd
standardized,ˈstændɝˌdaɪzd
standby,ˈstændˈbaɪ
standing,ˈstændɪŋ
starboard,ˈstɑɹbɝd
starchlike,ˈstɑɹtʃˌɫaɪk
starchy,ˈstɑɹtʃi
stark,ˈstɑɹk
starkers,ˈstɑɹkɝz
starlike,ˈstɑɹˌɫaɪk
starlit,ˈstɑɹɫɪt
starry,ˈstɑˌɹi
starting,ˈstɑɹtɪŋ
startled,ˈstɑɹtəɫd
startling,ˈstɑɹtɫɪŋ
starved,ˈstɑɹvd
stately,ˈsteɪtɫi
statesmanlike,stəˈtɛsmənˌɫaɪk
statewide,ˈsteɪtˌwaɪd
static,ˈstætɪk
stationary,ˈsteɪʃəˌnɛɹi
statistical,stəˈtɪstɪkəɫ
statuary,ˈstætʃuˌɛɹi
statutory,ˈstætʃəˌtɔɹi
steadfast,ˈstɛdˌfæst
steadied,ˈstɛdid
steady,ˈstɛdi
steamed,ˈstimd
steaming,ˈstimɪŋ
stearic,ˈstiɹɪk
steely,ˈstiɫi
steep,ˈstip
stellar,ˈstɛɫɝ
stemmed,ˈstɛmd
stenographic,ˌstɛnəˈɡɹæfɪk
stereotyped,ˈstɛɹiəˌtaɪpt
sterile,ˈstɛɹəɫ
stern,ˈstɝn
sticky,ˈstɪki
stiff,ˈstɪf
still,ˈstɪɫ
stillborn,ˈstɪɫˈbɔɹn
stimulant,ˈstɪmjəɫənt
stimulating,ˈstɪmjəˌɫeɪtɪŋ
stimulative,ˈstɪmjəˌɫeɪtɪv
stirred,ˈstɝd
stirring,ˈstɝɪŋ
stochastic,stoʊˈkæstɪk
stock,ˈstɑk
stodgy,ˈstɑdʒi
stone,ˈstoʊn
stopped,ˈstɑpt
storied,ˈstɔɹid
stormy,ˈstɔɹmi
straight,ˈstɹeɪt
straightforward,ˈstɹeɪtˈfɔɹwɝd
strained,ˈstɹeɪnd
strait,ˈstɹeɪt
stranded,ˈstɹændɪd
strategic,stɹəˈtidʒɪk
stratified,ˈstɹætəˌfaɪd
straw,ˈstɹɔ
straying,ˈstɹeɪɪŋ
streaked,ˈstɹikt
streaming,ˈstɹimɪŋ
streetwise,ˈstɹitˌwaɪz
stressed,ˈstɹɛst
stretch,ˈstɹɛtʃ
stretched,ˈstɹɛtʃt
strident,ˈstɹaɪdənt
striped,ˈstɹaɪpt
stripped,ˈstɹɪpt
strong,ˈstɹɔŋ
structural,ˈstɹəktʃɝəɫ
structured,ˈstɹəktʃɝd
struggling,ˈstɹəɡəɫɪŋ
strung,ˈstɹəŋ
stubborn,ˈstəbɝn
stubby,ˈstəbi
stuck,ˈstək
studded,ˈstədɪd
studied,ˈstədid
studious,ˈstudiəs
stuffy,ˈstəfi
stunning,ˈstənɪŋ
stupid,ˈstupəd
sturdy,ˈstɝdi
stylistic,staɪˈɫɪstɪk
subacute,ˈsəbəkˈjut
subatomic,ˌsəbəˈtɑmɪk
subconscious,səbˈkɑnʃəs
subdued,səbˈdud
subhuman,ˌsəbˈhjumən
subject,ˈsəbdʒɪkt
subjective,səbˈdʒɛktɪv
subjugated,ˈsəbdʒəˌɡeɪtɪd
sublime,səˈbɫaɪm
subliminal,səˈbɫɪmɪnəɫ
submarine,ˈsəbmɝˌin
submerged,səbˈmɝdʒd
submissive,səbˈmɪsɪv
subordinate,səˈbɔɹdəˌneɪt
subordinating,səˈbɔɹdəˌneɪtɪŋ
subscribed,səbsˈkɹaɪbd
subsequent,ˈsəbsəkwənt
subservient,səbˈsɝviənt
subsidized,ˈsəbsɪˌdaɪzd
substantial,səbˈstænʃəɫ
substantive,ˈsəbstəntɪv
subsurface,ˈsəbˌsɝfəs
subterranean,səbtɝˈeɪniən
subtle,ˈsətəɫ
suburban,səˈbɝbən
succeeding,səkˈsidɪŋ
successful,səkˈsɛsfəɫ
sudden,ˈsədən
suffering,ˈsəfɝɪŋ
sufficient,səˈfɪʃənt
sugared,ˈʃʊɡɝd
sugary,ˈʃʊɡɝi
suited,ˈsutɪd
sultry,ˈsəɫtɹi
sunburned,ˈsənˌbɝnd
sunlit,ˈsənˌɫɪt
sunrise,ˈsənˌɹaɪz
sunset,ˈsənˌsɛt
super,ˈsupɝ
supercharged,ˌsupɝˈtʃɑɹdʒd
superficial,ˌsupɝˈfɪʃəɫ
superhuman,ˌsupɝˈhjumən
superior,suˈpɪɹiɝ
supernatural,ˌsupɝˈnætʃɝəɫ
supersonic,ˌsupɝˈsɑnɪk
superstitious,ˌsupɝˈstɪʃəs
supervised,ˈsupɝˌvaɪzd
supervisory,ˌsupɝˈvaɪzɝi
supine,ˈsupaɪn
supported,səˈpɔɹtɪd
supportive,səˈpɔɹtɪv
supposed,səˈpoʊzd
suppressed,səˈpɹɛst
supranational,ˌsupɹəˈnæʃənəɫ
supreme,səˈpɹim
sure,ˈʃʊɹ
surface,ˈsɝfəs
surgical,ˈsɝdʒɪkəɫ
surmounted,sɝˈmaʊntɪd
surprised,səˈpɹaɪzd
surprising,səˈpɹaɪzɪŋ
surrounded,sɝˈaʊndɪd
susceptible,səˈsɛptəbəɫ
suspected,səˈspɛktɪd
sustainable,səˈsteɪnəbəɫ
swaggering,ˈswæɡɝɪŋ
sweeping,ˈswipɪŋ
sweet,ˈswit
sweetheart,ˈswitˌhɑɹt
sweltering,ˈswɛɫtɝɪŋ
swept,ˈswɛpt
sworn,ˈswɔɹn
syllabic,səˈɫæbɪk
sylvan,ˈsɪɫvən
symbiotic,ˌsɪmbiˈɑtɪk
symbolic,sɪmˈbɑɫɪk
symmetrical,səˈmɛtɹɪkəɫ
sympathetic,ˌsɪmpəˈθɛtɪk
symphonic,sɪmˈfɑnɪk
symptomatic,ˌsɪmptəˈmætɪk
synaptic,ˌsɪˈnæptɪk
synchronic,sɪŋˈkɹɑnɪk
synchronized,ˈsɪŋkɹəˌnaɪzd
synchronous,ˈsɪŋkɹənəs
syncopated,ˈsɪŋkəˌpeɪtɪd
synergetic,sɪnɝˈdʒɛtɪk
synergistic,ˌsɪnɝˈdʒɪstɪk
synonymous,səˈnɑnəməs
synoptic,sɪˈnɑptɪk
syntactic,ˌsɪnˈtæktɪk
synthetic,sɪnˈθɛtɪk
systematic,ˌsɪstəˈmætɪk
systemic,sɪˈstɛmɪk
taboo,tæˈbu
taciturn,ˈtæsɪˌtɝn
tacky,ˈtæki
tactful,ˈtæktfəɫ
tactical,ˈtæktɪkəɫ
tactile,ˈtækˌtaɪɫ
tactless,ˈtæktɫəs
tailed,ˈteɪɫd
tailored,ˈteɪɫɝd
taken,ˈteɪkən
takeout,ˈteɪˌkaʊt
tall,ˈtɔɫ
tame,ˈteɪm
tamed,ˈteɪmd
tan,ˈtæn
tangential,tænˈdʒɛnʃəɫ
tangerine,ˌtændʒɝˈin
tangible,ˈtændʒəbəɫ
tangled,ˈtæŋɡəɫd
tanned,ˈtænd
tantalizing,ˈtænəˌɫaɪzɪŋ
taped,ˈteɪpt
tapered,ˈteɪpɝd
tasseled,ˈtæsəɫd
tasteful,ˈteɪstfəɫ
tasteless,ˈteɪstɫəs
tasty,ˈteɪsti
tattered,ˈtætɝd
taut,ˈtɔt
tawny,ˈtɑni
taxable,ˈtæksəbəɫ
taxpaying,ˈtækˌspeɪɪŋ
tearful,ˈtɪɹfəɫ
teary,ˈtɪɹi
teasing,ˈtizɪŋ
technical,ˈtɛknɪkəɫ
technological,ˌtɛknəˈɫɑdʒɪkəɫ
tectonic,tɛkˈtɑnɪk
teleological,ˌtiɫiəˈɫɔdʒɪkəɫ
telepathic,ˌtɛɫəˈpæθək
telephonic,ˌtɛɫəˈfɑnɪk
telescopic,ˌtɛɫəˈskɔpɪk
temperamental,ˌtɛmpɝˈmɛntəɫ
temperate,ˈtɛmpɝət
tempered,ˈtɛmpɝd
tempering,ˈtɛmpɝɪŋ
temporal,ˈtɛmpɝəɫ
ten,ˈtɛn
tenable,ˈtɛnəbəɫ
tendentious,ˌtɛnˈdɛnʃəs
tender,ˈtɛndɝ
tenebrous,ˈtɛnəbɹəs
tenfold,ˈtɛnˌfoʊɫd
tenor,ˈtɛnɝ
tense,ˈtɛns
tensile,ˈtɛnsəɫ
tenth,ˈtɛnθ
tenuous,ˈtɛnjəwəs
tenured,ˈtɛnjɝd
terminable,ˈtɝmənəbəɫ
terminal,ˈtɝmənəɫ
terrestrial,tɝˈɛstɹiəɫ
terrific,tɝˈɪfɪk
territorial,ˌtɛɹɪˈtɔɹiəɫ
testamentary,ˌtɛstəˈmɛntɝi
tested,ˈtɛstɪd
testicular,ˌtɛsˈtɪkjəɫɝ
testimonial,ˌtɛstəˈmoʊniəɫ
tethered,ˈtɛðɝd
tetramerous,ˌtɛˈtɹæmɝəs
tetravalent,ˌtɛtɹəˈveɪɫənt
textile,ˈtɛkˌstaɪɫ
textual,ˈtɛksˌtʃuəɫ
textured,ˈtɛkstʃɝd
thankless,ˈθæŋkɫəs
thawed,ˈθɔd
theatrical,θiˈætɹɪkəɫ
thematic,θiˈmætɪk
then,ˈðɛn
theocratic,ˌθiəˈkɹætɪk
theological,ˌθiəˈɫɑdʒɪkəɫ
therapeutic,ˌθɛɹəpˈjutɪk
thermal,ˈθɝməɫ
thermodynamic,ˌθɝmoʊˌdaɪˈnæmɪk
thermonuclear,ˌθɝmoʊˈnukɫiɝ
thermoplastic,ˌθɝməˈpɫæstɪk
thermosetting,ˈθɝmoʊˌsɛtɪŋ
thespian,ˈθɛspiən
thick,ˈθɪk
thickened,ˈθɪkənd
thickening,ˈθɪkənɪŋ
thieving,ˈθivɪŋ
thin,ˈθɪn
third,ˈθɝd
thirsty,ˈθɝsti
thirteen,ˈθɝˈtin
thirteenth,ˈθɝˈtinθ
thirtieth,ˈθɝtiəθ
thirty,ˈθɝˌdi
thorough,ˈθɝoʊ
thoughtful,ˈθɔtfəɫ
thoughtless,ˈθɔtɫəs
thousand,ˈθaʊzən
thousandth,ˈθaʊzəndθ
threadbare,ˈθɹɛdˌbɛɹ
threaded,ˈθɹɛdɪd
threatened,ˈθɹɛtənd
three,ˈθɹi
thrifty,ˈθɹɪfti
thrilling,ˈθɹɪɫɪŋ
throated,ˈθɹoʊtɪd
throaty,ˈθɹoʊti
